"4";"Изгнание [Banishment]";"4 круг, ограждение";"1 действие";"60 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(неприятный для цели предмет)Вы пытаетесь послать одно существо, которое видите в пределах дистанции, на другой план существования. Цель должна преуспеть в спасброске Харизмы, иначе будет изгнана.<br>
Если цель родом с того плана существования, на котором находитесь вы, вы изгоняете её в безопасный демиплан. Находясь там, цель недееспособна. Она остается там, пока активно заклинание, после чего возвращается в пространство, из которого исчезла, или ближайшее свободное пространство, если то место занято.<br>
Если цель родом не с того плана существования, на котором находитесь вы, цель изгоняется с негромким хлопком, возвращаясь на свой родной план. Если заклинание окончится раньше чем через 1 минуту, цель возвращается в пространство, из которого исчезла, или ближайшее свободное пространство, если то место занято. В противном случае цель не возвращается.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 5 уровня или выше, вы можете сделать целью одно дополнительное существо за каждый уровень ячейки выше четвертого.<br>";"жрец"
"4";"Изменение формы камня [Stone shape]";"4 круг, преобразование";"1 действие";"Касание";"В, С, М";"Мгновенная";"(мягкая глина, из которой делается грубая копия желаемого каменного предмета)Вы касаетесь каменного предмета с размером не больше Среднего, или камня, не превышающего ни по одному из измерений более 5 футов, и придаете ему любую форму. Так, например, вы можете превратить большой камень в оружие, статую или гроб, или создать небольшой проход в стене, если эта стена толщиной меньше 5 футов. Вы можете также скорректировать каменную дверь или её обрамление, чтобы запереть наглухо. У создаваемого вами предмета могут быть две дверные петли и щеколда, но более мелкие механические детали невозможны.<br>";"жрец"
"9";"Истинное воскрешение [True resurrection]";"9 круг, некромантия";"1 час";"Касание";"В, С, М";"Мгновенная";"(немного святой воды и бриллианты, стоящие как минимум 25 000 зм, расходуемые заклинанием)Вы касаетесь существа, мёртвого не больше двух сотен лет, умершего от чего угодно, кроме старости. Если душа цели свободна и согласна, цель возвращается к жизни с полными хитами.<br>
Это заклинание закрывает все раны, нейтрализует все яды, исцеляет все болезни и снимает все проклятья, бывшие у существа в момент смерти. Заклинание заменяет повреждённые и отсутствующие органы и части тела. Если существо было нежитью, оно возвращается к своему облику не-нежити.<br>
Это заклинание может даже воссоздать новое тело, если старого больше нет. В этом случае вы должны произнести вслух имя существа. Это существо появляется в свободном пространстве, выбранном вами в пределах 10 футов.<br>";"жрец"
"6";"Истинное зрение [True seeing]";"6 круг, прорицание";"1 действие";"Касание";"В, С, М";"1 час";"(мазь для глаз, стоящая 25 зм, изготавливается из грибного порошка, шафрана и жира, расходуется заклинанием)Заклинание даёт согласному существу, которого вы коснулись, способность видеть вещи такими, какими они являются на самом деле. Пока заклинание активно, это существо обладает истинным зрением, видит потайные двери, сокрытые магией, и его зрение простирается на Эфирный План, и всё это в пределах 120 футов.<br>";"жрец"
"1";"Лечащее слово [Healing word]";"1 круг, воплощение";"1 бонусное действие";"60 футов";"В";"Мгновенная";"Существо на ваш выбор, видимое в пределах дистанции, восстанавливает количество хитов, равное 1к4 + ваш модификатор базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, количество восстанавливаемых хитов увеличивается на 1к4 за каждый уровень ячейки выше первого.<br>";"жрец"
"1";"Лечение ран [Cure wounds]";"1 круг, воплощение";"1 действие";"Касание";"В, С";"Мгновенная";"Существо, которого вы касаетесь, восстанавливает количество хитов, равное 1к8 + ваш модификатор базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, лечение увеличивается на 1к8 за каждый уровень ячейки выше первого.<br>";"жрец"
"3";"Магический круг [Magic circle]";"3 круг, ограждение";"1 минута";"10 футов";"В, С, М";"1 час";"(святая вода или порошок серебра и железа, стоящий как минимум 100 зм, расходуемые заклинанием)Вы создаете из магической энергии цилиндр с радиусом 10 футов и высотой 20 футов с центром на точке на полу, видимой в пределах дистанции. Там, где цилиндр пересекает пол или другую поверхность, появляются светящиеся руны.<br>
Выберите один или несколько видов существ из следующего списка: исчадия, небожители, нежить, феи или элементали. Круг действует на выбранных существ следующим образом:<br>

Существа не могут добровольно войти в цилиндр немагическими средствами. Если существо пытается использовать телепортацию или межпланарное путешествие, оно должно вначале преуспеть в спасброске Харизмы. <br>
Существо совершает с помехой броски атаки по целям, находящимся в пределах цилиндра. <br>
Целей в цилиндре нельзя сделать очарованными, испуганными или одержимыми.<br>

При накладывании этого заклинания вы можете обратить его магию, чтобы существа выбранного вида не могли покинуть цилиндр, и защищены были цели, находящиеся снаружи.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 4 уровня или выше, длительность увеличивается на 1 час за каждый уровень ячейки выше третьего.<br>";"жрец"
"2";"Малое восстановление [Lesser restoration]";"2 круг, ограждение";"1 действие";"Касание";"В, С";"Мгновенная";"Вы касаетесь существа и можете окончить одну болезнь или одно состояние, в котором оно находится. Этим состоянием может быть глухота, отравление, паралич или слепота.<br>";"жрец"
"3";"Маяк надежды [Beacon of hope]";"3 круг, ограждение";"1 действие";"30 футов";"В, С";"Концентрация, вплоть до 1 минуты";"Это заклинание дарует надежду и живучесть. Выберите любое количество существ в пределах дистанции. Пока заклинание активно, все цели совершают спасброски Мудрости и спасброски от смерти с преимуществом, а также восстанавливают от любого лечения максимально возможное количество хитов.<br>";"жрец"
"3";"Множественное лечащее слово [Mass healing word]";"3 круг, воплощение";"1 бонусное действие";"60 футов";"В";"Мгновенная";"Вы произносите слова восстановления, и до шести существ на ваш выбор, видимых в пределах дистанции, восстанавливают хиты в количестве, равном 1к4 + ваш модификатор базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 4 уровня или выше, восстанавливается дополнительно 1к4 хитов за каждый уровень ячейки выше 3.<br>";"жрец"
"5";"Множественное лечение ран [Mass cure wounds]";"5 круг, воплощение";"1 действие";"60 футов";"В, С";"Мгновенная";"Волна целительной энергии исходит из точки, выбранной вами в пределах дистанции. Выберите до шести существ в сфере с радиусом 30 футов с центром на этой точке. Все цели восстанавливают хиты в количестве, равном 3к8 + модификатор вашей базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 6 уровня или выше, восстанавливается дополнительно 1к8 хитов за каждый уровень ячейки выше пятого.<br>";"жрец"
"9";"Множественное полное исцеление [Mass heal]";"9 круг, воплощение";"1 действие";"60 футов";"В, С";"Мгновенная";"Поток целительной энергии перетекает от вас к раненым существам. Вы восстанавливаете до 700 хитов, разделённых на ваш выбор между любым количеством существ, видимых вами в пределах дистанции. Существа, вылеченные этим заклинанием, также исцеляются от всех эффектов, делающих их ослеплёнными или оглушёнными, а также от всех болезней. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>";"жрец"
"2";"Молебен лечения [Prayer of healing]";"2 круг, воплощение";"10 минут";"30 футов";"В";"Мгновенная";"Каждое из шести существ на ваш выбор, видимых в пределах дистанции, восстанавливает количество хитов, равное 2к8 + модификатор вашей базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 3 уровня или выше, лечение увеличивается на 1к8 за каждый уровень ячейки выше второго.<br>";"жрец"
"3";"Мотивирующая речь [Motivational Speech]";"3 круг, очарование";"1 минута";"60 футов";"В";"1 час";"- Однажды я слушал мотивирующую речь Джима, и это были худшие девяносто секунд в моей жизни. И что вообще, что Омин в нём нашёл?”<br>
- Волнат Данграсс<br>
Вы обращаетесь к союзникам, помощникам или невинным прохожим, чтобы замотивировать и вдохновить их на подвиги, независимо от того, есть ли у них для этого повод или нет.<br>
Выберите до пяти существ в пределах дистанции, которые могут вас слышать. На время действия заклинания, каждое замотивированное существо получает 5 временных хитов и получает преимущество на спасброски Мудрости. Если по замотивированному существу попадают атакой, то оно получает преимущество для следующего броска атаки, который оно совершит.<br>
Как только замотивированное существо теряет временные хиты, полученные от этого заклинания, то заклинание для него оканчивается.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 4 уровня или выше, временные хиты увеличиваются на 5 за каждый уровень ячейки выше третьей.<br>";"жрец"
"5";"Наблюдение [Scrying]";"5 круг, прорицание";"10 минут";"На себя";"В, С, М";"Концентрация, вплоть до 10 минут";"(фокусировка, стоящая как минимум 1 000 зм, такая, как хрустальный шар, серебряное зеркало или чаша со святой водой)Вы можете видеть и слышать конкретное выбранное вами существо, находящееся на том же плане существования, что и вы. Цель должна совершить спасбросок Мудрости, модифицируемый тем, как хорошо вы знаете цель, и тем, какая связь с этим существом у вас есть. Если цель знает, что вы накладываете это заклинание, она может добровольно провалить спасбросок, если хочет, чтобы за ней следили.<br>
<br/>
<br/>
<br/>При успехе цель не попадает под действие, и вы не можете использовать это заклинание на ней в течение 24 часов. При провале заклинание создаёт невидимый сенсор в пределах 10 футов от цели. Вы можете видеть и слышать через него, как если бы вы там находились. Сенсор перемещается вместе с целью, оставаясь в пределах 10 футов от неё, пока активно заклинание. Существа, способные видеть невидимые предметы, видят сенсор как светящийся шарик размером с ваш кулак. Вместо того чтобы нацеливаться на существо, вы можете выбрать целью место, уже видимое вами. В этом случае сенсор появляется в этом месте и не перемещается.<br>";"жрец"
"1";"Нанесение ран [Inflict wounds]";"1 круг, некромантия";"1 действие";"Касание";"В, С";"Мгновенная";"Совершите рукопашную атаку заклинанием по существу в пределах досягаемости. При попадании цель получает урон некротической энергией 3к10.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, урон увеличивается на 1к10 за каждый уровень ячейки выше первого.<br>";"жрец"
"1";"Направляющий снаряд [Guiding bolt]";"1 круг, воплощение";"1 действие";"120 футов";"В, С";"1 раунд";"Вспышка света устремляется к выбранному вами существу в пределах дистанции. Совершите дальнобойную атаку заклинанием по цели. При попадании цель получает урон излучением 4к6, и следующий бросок атаки по цели, совершённый до конца вашего следующего хода, совершается с преимуществом, благодаря мистическому тусклому свету, остающемуся недолго на цели.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, урон увеличивается на 1к6 за каждый уровень ячейки выше первого.<br>";"жрец"
"5";"Нашествие насекомых [Insect plague]";"5 круг, вызов";"1 действие";"300 футов";"В, С, М";"Концентрация, вплоть до 10 минут";"(несколько крупинок сахара, немного зёрнышек и капля жира)Рой кусачей саранчи заполняет сферу с радиусом 20 футов с центром на точке, выбранной вами в пределах дистанции. Сфера огибает углы. Сфера существует, пока активно заклинание, и её местность слабо заслонена. Пространство сферы является труднопроходимой местностью. Когда сфера появляется, все находящиеся в ней существа должны совершить спасбросок Телосложения. Существо получает колющий урон 4к10 при провале, или половину урона при успехе. Существа должны также совершать этот спасбросок когда впервые за ход входят в область заклинания или оканчивают там ход.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 6 уровня или выше, урон увеличивается на 1к10 за каждый уровень ячейки выше пятого.<br>";"жрец"
"5";"Небесный огонь [Flame strike]";"5 круг, воплощение";"1 действие";"60 футов";"В, С, М";"Мгновенная";"(щепотка серы)В указанном вами месте возникает вертикальная колонна божественного пламени. Все существа в цилиндре с радиусом 10 футов и высотой 40 футов с центром на точке в пределах дистанции должны совершить спасбросок Ловкости. Существо получает урон излучением 4к6 и урон огнём 4к6 при провале и половину урона при успехе.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 6 уровня или выше, урон излучением или урон огнём (на ваш выбор) увеличивается на 1к6 за каждый уровень ячейки выше пятого.<br>";"жрец"
"2";"Нетленные останки [Gentle repose]";"2 круг, некромантия (ритуал)";"1 действие";"Касание";"В, С, М";"10 дней";"(щепотка соли и по одной медной монетке на каждый глаз трупа, которые должны оставаться там все время, пока активно заклинание)Вы касаетесь трупа или других останков. Пока заклинание активно, цель защищена от разложения и не может стать нежитью.<br>
Это заклинание также увеличивает ограничение по времени, в течение которого труп можно воскресить, так как дни, проведенные под воздействием этого заклинания, не учитываются при подсчёте времени со дня смерти для таких заклинаний как оживление.<br>";"жрец"
"5";"Обет [Geas]";"5 круг, очарование";"1 минута";"60 футов";"В";"30 дней";"Вы отдаёте магическую команду существу, видимому в пределах дистанции, заставляя его оказать некую услугу или наоборот, не совершать чего-либо. Если существо может вас понять, оно должно преуспеть в спасброске Мудрости, иначе оно станет очарованным вами на время действия заклинания. Пока существо очаровано вами, оно получает урон психической энергией 5к10 каждый раз, когда действует, противореча вашим инструкциям, но не чаще одного раза за день. Существо, не способное вас понять, не попадает под действие этого заклинания.<br>
Вы можете отдать любую команду, кроме той, что однозначно будет самоубийственной. Если вы отдадите такую команду, заклинание оканчивается.<br>
Вы можете окончить заклинание преждевременно, потратив действие на его рассеивание. Заклинания снятие проклятья, высшее восстановление и исполнение желаний тоже оканчивают его.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 7 или 8 уровня, длительность равна 1 году. Если вы накладываете это заклинание, используя ячейку 9 уровня, заклинание длится, пока не будет окончено одним из упомянутых выше заклинаний.<br>";"жрец"
"2";"Область истины [Zone of truth]";"2 круг, очарование";"1 действие";"60 футов";"В, С";"10 минут";"Вы создаёте магическую зону, защищающую от обмана в сфере с радиусом 15 футов с центром на точке, выбранной вами в пределах дистанции. Пока заклинание активно, существо, впервые за ход входящее в область этого заклинания или начинающее в ней ход, должно совершить спасбросок Харизмы. При провале существо не может умышленно лгать, находясь в указанном радиусе. Вы знаете, какие существа прошли спасбросок, а какие провалили.<br>
Попавшее под действие заклинания существо знает о заклинании, и потому может избегать отвечать на вопросы, на которые оно предпочло бы солгать. Такие существа могут давать уклончивые ответы, пока принуждены говорить правду.<br>";"жрец"
"1";"Обнаружение болезней и яда [Detect poison and disease]";"1 круг, прорицание (ритуал)";"1 действие";"На себя";"В, С, М";"Концентрация, вплоть до 10 минут";"(лист тиса)Пока заклинание активно, вы можете ощущать присутствие и местонахождение ядов, ядовитых существ и болезней в пределах 30 футов от себя. Вы также распознаёте вид яда, ядовитого существа или болезни.<br>
Заклинание проницает большую часть барьеров, но блокируется 1 футом камня, 1 дюймом обычного металла, тонким листом свинца или 3 футами дерева или земли.<br>";"жрец"
"1";"Обнаружение зла и добра [Detect evil and good]";"1 круг, прорицание";"1 действие";"На себя";"В, С";"Концентрация, вплоть до 10 минут";"Пока заклинание активно, вы знаете, есть ли в пределах 30 футов от вас аберрации, исчадия, небожители, нежить, феи или элементали, а также их местоположение. Кроме того, вы знаете, есть ли в пределах 30 футов от вас место или предмет, который был магически освящён или осквернён.<br>
Заклинание проницает большую часть барьеров, но блокируется 1 футом камня, 1 дюймом обычного металла, тонким листом свинца или 3 футами дерева или земли.<br>";"жрец"
"1";"Обнаружение магии [Detect magic]";"1 круг, прорицание (ритуал)";"1 действие";"На себя";"В, С";"Концентрация, вплоть до 10 минут";"Пока заклинание активно, вы чувствуете присутствие магии в пределах 30 футов. Если вы почувствовали за счет этого заклинания присутствие магии, вы можете действием увидеть слабую ауру вокруг видимого существа или предмета, несущего на себе магию, а также узнать школу этой магии, если она есть.<br>
Заклинание проницает большую часть барьеров, но блокируется 1 футом камня, 1 дюймом обычного металла, тонким листом свинца или 3 футами дерева или земли.<br>";"жрец"
"5";"Общение [Commune]";"5 круг, прорицание (ритуал)";"1 минута";"На себя";"В, С, М";"1 минута";"(благовоние и флакон святой или нечестивой воды)Вы связываетесь со своим божеством или божественным посредником и задаёте три вопроса, на которые можно ответить «да» или «нет». Вы должны задать вопросы пока заклинание активно. На каждый вопрос вы получаете правильный ответ.<br>
Божественные создания не всегда всеведущи, поэтому вы можете получить ответ «неясно», если вопрос находится вне компетенции божества. Если односложный ответ может ввести в заблуждение или противоречит интересам божества, Мастер может выдать короткую фразу.<br>
Если вы накладываете это заклинание два или более раза до того, как вы закончите продолжительный отдых, существует накопительный шанс 25 процентов за каждое накладывание, начиная со второго, что вы не получите ответ. Мастер совершает этот бросок скрытно.<br>";"жрец"
"7";"Огненная буря [Fire storm]";"7 круг, воплощение";"1 действие";"150 футов";"В, С";"Мгновенная";"В выбранном вами в пределах дистанции пространстве начинается огненная буря. Область бури состоит из вплоть до 10 кубов с длиной ребра 10 футов, которые вы можете располагать как вам захочется. Каждый куб должен иметь хотя бы одну общую грань с другим кубом. Все существа в этом пространстве должны совершить спасбросок Ловкости. Они получают урон огнём 7к10 при провале или половину этого урона при успехе.<br>
Этот урон повреждает предметы и воспламеняет горючие предметы, которые никто не несёт и не носит. Если хотите, растения не будут затронуты этим заклинанием.<br>";"жрец"
"5";"Оживление [Raise dead]";"5 круг, некромантия";"1 час";"Касание";"В, С, М";"Мгновенная";"(бриллиант, стоящий как минимум 500 зм, расходуемый заклинанием)Вы возвращаете к жизни мёртвое существо, которого касаетесь, при условии, что оно мертво не более 10 дней. Если душа этого существа может воссоединиться с телом и хочет этого, существо воскрешается с 1 хитом.<br>
Это заклинание также нейтрализует все яды и исцеляет немагические болезни, бывшие у существа в момент смерти. Однако это заклинание не снимает магические болезни, проклятья и подобные эффекты";"жрец"
"3";"Охранные руны [Glyph of warding]";"3 круг, ограждение";"1 час";"Касание";"В, С, М";"Пока не рассеется или не сработает";"(благовония и растолчённый бриллиант, стоящий как минимум 200 зм, расходуемый заклинанием)Когда вы накладываете это заклинание, вы рисуете руну, воздействующую на других существ, либо на поверхности (такой как стол или часть пола или стены) либо в предмете, который можно закрыть (книга, свиток или сундук с сокровищами), спрятав, таким образом, руну. Руна может покрывать площадь диаметром не больше 10 футов. Если предмет или поверхность переместят более чем на 10 футов от того места, где вы накладываете заклинание, руна сломается, и заклинание окончится, не срабатывая.<br>
Руна практически невидимая, и для её обнаружения требуется успешная проверка Интеллекта (Расследование) против Сл ваших заклинаний.<br>
Вы решаете, что вызовет срабатывание руны, когда накладываете заклинание. Руны, написанные на поверхности, обычно срабатывают от касания, вставания на нее, снимания предмета, стоящего на руне, приближения на определенное расстояние, или манипулирования предметом, на котором начертана руна. Для рун, начертанных внутри предметов, чаще всего выбирают открывание, приближение на определенное расстояние, взгляд, брошенный на руну или попытку её прочтения. После того как руна сработает, заклинание оканчивается.<br>
Вы можете внести уточнения, чтобы заклинание срабатывало только в определенных обстоятельствах или при соблюдении внешних признаков (таких как рост и вес), вид существа (например, руна может защищать только от аберраций и дроу), или мировоззрение. Вы можете также определить условия, при которых существо не будет активировать руну, например, произношение пароля.<br>
Когда вы наносите руну, выберите взрывную руну или заклинательную руну.<br>
<b>Взрывная руна</b>. Когда эта руна срабатывает, она испускает магическую энергию сферой с радиусом 20 футов с центром на руне. Эта сфера огибает углы. Все существа в этой области должны совершить спасбросок Ловкости. Существо получает урон звуком, кислотой, огнём, холодом или электричеством 5к8 при провале (вид урона вы выбираете при начертании руны), или половину этого урона при успехе.<br>
<b>Заклинательная руна</b>. Вы можете сохранить подготовленное заклинание с уровнем не выше 3 в руне, наложив его частью начертания руны. Заклинание должно нацеливаться на одно существо или область. При этом заклинание временно не вступает в силу. Когда руна срабатывает, хранящееся заклинание активируется. Если у заклинания есть цель, целью становится существо, вызвавшее срабатывание руны. Если заклинание действует на область, центр этой области будет на этом существе. Если заклинание призывает враждебных существ или создает вредоносные предметы или ловушки, они появляются как можно ближе к нарушителю и атакуют его. Если заклинание требует концентрации, оно длится до конца своей максимальной длительности.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 4 уровня или выше, урон от взрывной руны увеличивается на 1к8 за каждый уровень ячейки выше третьего. Если вы накладывали заклинательную руну, вы можете хранить в ней заклинание с уровнем, равным уровню ячейки, использованной для охранных рун.<br>";"жрец"
"2";"Охраняющая связь [Warding bond]";"2 круг, ограждение";"1 действие";"Касание";"В, С, М";"1 час";"(пара платиновых колец, стоящая как минимум 50 зм каждое, которые вы с целью должны носить на время действия заклинания)Это заклинание защищает согласное существо, которого вы касаетесь, и создаёт мистическую связь между вами. Пока цель находится в пределах 60 футов от вас, она получает бонус +1 к КД и спасброскам, а также сопротивление ко всем видам урона. Кроме того, каждый раз, когда она получает урон, вы получаете такое же количество урона.<br>
Это заклинание оканчивается, если ваши хиты опускаются до 0 или если расстояние между вами и целью становится больше 60 футов. Оно также заканчивается, если это заклинание наложить повторно на одно из связанных существ. Вы также можете окончить это заклинание действием.<br>";"жрец"
"1";"Очищение пищи и питья [Purify food and drink]";"1 круг, преобразование (ритуал)";"1 действие";"10 футов";"В, С";"Мгновенная";"Вся немагическая еда и питьё в пределах сферы с радиусом 5 футов с центром на точке, выбранной вами в пределах дистанции, очищается и избавляется от ядов и болезней.<br>";"жрец"
"3";"Передача жизни [Life transference]";"3 круг, некромантия";"1 действие";"30 футов";"В, С";"Мгновенная";"Вы жертвуете своим здоровьем, чтобы излечить травмы другого существа. Вы получаете 4к8 урона некротической энергией, который никак нельзя уменьшить, и одно существо по вашему выбору, которое вы видите в пределах дистанции, восстанавливает хиты в количестве, равном удвоенному полученному вами урону.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку заклинания 4 уровня или выше, урон увеличивается на 1к8 для каждого уровня ячейки выше 3.<br>";"жрец(XGE)"
"6";"Пир героев [Heroes’ feast]";"6 круг, вызов";"10 минут";"30 футов";"В, С, М";"Мгновенная";"(инкрустируемая драгоценными камнями чаша, стоящая как минимум 1 000 зм, расходуемая заклинанием)Вы организовываете шикарный пир, включая великолепные пищу и питьё. Пир совершается в течение 1 часа, и исчезает по прошествии этого времени, но положительные эффекты не вступают в силу, пока этот час не пройдёт. В пире могут принимать участие до двенадцати существ.<br>
Существо, принявшее участие в пиршестве, получает несколько преимуществ. Оно излечивается от всех болезней и ядов, приобретает иммунитет к ядам и состоянию испуга, совершает спасброски Мудрости с преимуществом. Максимум его хитов увеличивается на 2к10, и оно получает такое же количество хитов. Все эти преимущества длятся 24 часа.<br>";"жрец"
