0a760d83-087f-47bc-aa04-fa87ca640c47;"7";"Знак [Symbol]";"7 круг, ограждение";"1 минута";"Касание";"В, С, М";"Пока не рассеется или не сработает";"(ртуть, фосфор и толчёные алмаз с опалом, общей стоимостью как минимум 1 000 зм, расходуемые заклинанием)Когда вы накладываете это заклинание, вы рисуете губительный знак на любой поверхности (такой как пол, стена или стол) или внутри предмета, который можно закрыть, чтобы скрыть знак (например, в книге, свитке или сундуке). Если вы выбрали поверхность, знак может покрыть площадь не больше 10 футов диаметром. Если вы выбрали предмет, он должен оставаться на месте";"друид"
071e2658-de11-4f22-886a-acc9123b0e06;"3";"Извержение земли [Erupting earth]";"3 круг, преобразование";"1 действие";"120 футов";"В, С, М";"Мгновенная";"(кусочек обсидиана)Выберите точку на поверхности земли, видимую в пределах дистанции. В этой точке из поверхности вырывается фонтан земли и камня. Все существа в кубе с длиной ребра 20 футов с центром на этой точке должны совершить спасбросок Ловкости. При провале существо получает 3к12 дробящего урона, а при успехе — половину этого урона. Кроме того, земля в области действия заклинания становится труднопроходимой местностью, пока её не расчистят. Расчистка квадрата с длиной стороны 5 футов вручную займёт не менее 1 минуты.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 4 уровня или выше, то урон увеличивается на 1к12 за каждый уровень ячейки выше 3.<br>";"друид(XGE)"
ed0a6845-0d73-4a7f-aa41-cf1532f82f25;"7";"Изменение тяготения [Reverse gravity]";"7 круг, преобразование";"1 действие";"100 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(магнетит и железные опилки)Это заклинание обращает гравитацию в цилиндре с радиусом 50 футов и высотой 100 футов с центром на точке в пределах дистанции. Все существа и предметы, не прикреплённые к полу, падают вверх до верхушки цилиндра, когда вы накладываете это заклинание. Существо может совершить спасбросок Ловкости, чтобы схватиться за закреплённый предмет, и тем самым избежать падения.<br>
Если в процесс падения на пути встречается твёрдый предмет (такой как потолок), ударившиеся об него существа и предметы получают обычный урон как от падения вниз. Если существо или предмет достигают верха, ничего не встретив, они остаются там, немного покачиваясь, на период действия заклинания.<br>
В конце длительности заклинания существа и предметы падают вниз.<br>";"друид"
4d07eeff-a3e1-4aef-b1f0-e43d2678345c;"4";"Изменение формы камня [Stone shape]";"4 круг, преобразование";"1 действие";"Касание";"В, С, М";"Мгновенная";"(мягкая глина, из которой делается грубая копия желаемого каменного предмета)Вы касаетесь каменного предмета с размером не больше Среднего, или камня, не превышающего ни по одному из измерений более 5 футов, и придаете ему любую форму. Так, например, вы можете превратить большой камень в оружие, статую или гроб, или создать небольшой проход в стене, если эта стена толщиной меньше 5 футов. Вы можете также скорректировать каменную дверь или её обрамление, чтобы запереть наглухо. У создаваемого вами предмета могут быть две дверные петли и щеколда, но более мелкие механические детали невозможны.<br>";"друид"
d268c922-53d5-4bdc-8956-8581e9d25f7f;"0";"Искусство друидов [Druidcraft]";"Трюк, преобразование";"1 действие";"30 футов";"В, С";"Мгновенная";"Пошептавшись с духами природы, вы создаёте один из следующих эффектов в пределах дистанции:<br/><br>

Вы создаёте крохотный безвредный ощутимый эффект, предсказывающий погоду в текущем месте в течение следующих 24 часов. Это может быть золотистый шарик, означающий ясную погоду, облачко, означающее дождь, снежинка, и так далее. Эффект длится 1 раунд. <br>
Вы мгновенно заставляете цветок распуститься, семечко прорасти, или почку раскрыться. <br>
Вы создаёте мгновенный безвредный ощутимый эффект, такой как падающие листья, порыв ветра, звук маленького животного, или слабый запах скунса. Эффект должен находиться в кубе с длиной ребра 5 футов <br>
Вы мгновенно зажигаете или тушите свечу, факел или небольшой костёр.<br>
";"друид"
071cd0fd-5a4e-456a-b580-b5a13fb83230;"9";"Истинное воскрешение [True resurrection]";"9 круг, некромантия";"1 час";"Касание";"В, С, М";"Мгновенная";"(немного святой воды и бриллианты, стоящие как минимум 25 000 зм, расходуемые заклинанием)Вы касаетесь существа, мёртвого не больше двух сотен лет, умершего от чего угодно, кроме старости. Если душа цели свободна и согласна, цель возвращается к жизни с полными хитами.<br>
Это заклинание закрывает все раны, нейтрализует все яды, исцеляет все болезни и снимает все проклятья, бывшие у существа в момент смерти. Заклинание заменяет повреждённые и отсутствующие органы и части тела. Если существо было нежитью, оно возвращается к своему облику не-нежити.<br>
Это заклинание может даже воссоздать новое тело, если старого больше нет. В этом случае вы должны произнести вслух имя существа. Это существо появляется в свободном пространстве, выбранном вами в пределах 10 футов.<br>";"друид"
90ccbb84-735c-44d9-b5d0-e5c56d556ee9;"2";"Исцеляющий дух [Healing spirit]";"2 круг, вызов";"1 бонусное действие";"60 футов";"В, С";"Концентрация, вплоть до 1 минуты";"Вы вызываете дух природы, чтобы унять боль раненых. Нематериальный дух появляется в пространстве, представляющее собой куб с длиной ребра 5 футов, которой вы можете видеть в пределах дистанции. Дух выглядит как прозрачный зверь или фея (по вашему выбору).<br>
Пока заклинание активно, всякий раз, когда вы или существо, которое вы можете видеть, впервые за ход попадают в пространство духа или начинают в нём свой ход, вы можете заставить духа восстановить 1к6 хитов этому существу (никаких действий не требуется). Дух не может исцелять конструктов или нежить. Дух может исцелять количество раз, равное 1 плюс ваш модификатор базовой характеристики (минимум 2). После того, как дух исцеляет доступное количество раз, он исчезает.<br>
Бонусным действием в ваш ход вы можете переместить дух до 30 футов в пространство, которое вы можете видеть.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку заклинания 3 уровня или выше, исцеление увеличивается на 1к6 для каждого уровня ячейки выше 2.<br>";"друид(XGE)"
81968dee-a881-4cd7-93c1-2e4e64c6aff6;"4";"Каменная кожа [Stoneskin]";"4 круг, ограждение";"1 действие";"Касание";"В, С, М";"Концентрация, вплоть до 1 часа";"(пыль бриллианта, стоящего 100 зм, расходуемая заклинанием)Это заклинание делает плоть согласного существа, которого вы коснулись, твердой как камень. Пока заклинание активно, цель получает сопротивление немагическому дробящему, колющему и рубящему урону.<br>";"друид"
7b803802-87de-4590-96e4-461efc310180;"5";"Каменная стена [Wall of stone]";"5 круг, воплощение";"1 действие";"120 футов";"В, С, М";"Концентрация, вплоть до 10 минут";"(небольшой кусочек гранита)В точке, выбранной вами в пределах дистанции, появляется немагическая стена из камня. Стена толщиной 6 дюймов (15 сантиметров) и составлена из десяти плит 10 × 10 футов. Каждая плита должна соседствовать как минимум с одной другой плитой. В качестве альтернативы, вы можете создать плиты 10 × 20 футов, но толщиной только 3 дюйма (7,5 сантиметров). Если стена при появлении проходит по пространству существа, это существо выталкивается по одну из сторон стены (на ваш выбор). Если существо со всех сторон окружается стеной (или стеной и другой сплошной поверхностью), это существо может совершить спасбросок Ловкости. При успехе оно может реакцией переместиться на расстояние, равное своей скорости, чтобы не быть окружённым стеной. Стена может иметь любую форму, хотя и не может занимать одно пространство с существами и предметами. Стена не обязана быть вертикальной, и не обязана целиком покоиться на твёрдом основании. Однако, она должна сливаться с существующим камнем, опираясь на него.<br>
Таким образом, вы можете создать этим заклинанием мост через пропасть или наклонный спуск. Если вы создаёте пролёт длиной больше 20 футов, вы должны уменьшить вдвое размер каждой плиты, чтобы создать поддержку. Вы можете придавать стене грубую форму, создавая бойницы, зубцы, и так далее. Стена является предметом, изготовленным из камня, которому можно причинить урон и, тем самым, пробить. У каждой плиты КД 15 и по 30 хитов за каждый 1 дюйм (2,5 сантиметра) толщины. Уменьшение хитов плиты до 0 уничтожает её, и по решению Мастера, может вызвать обвал смежных плит. Если вы поддерживаете концентрацию на этом заклинании в течение всей длительности, стена становится постоянной, и с этого момента её уже нельзя будет рассеять. В противном случае стена исчезает, когда заклинание будет окончено.<br>";"друид"
e589ca48-7a3b-454f-810d-58e344b9f72d;"5";"Конус холода [Cone of cold]";"5 круг, воплощение";"1 действие";"На себя (60-футовый конус)";"В, С, М";"Мгновенная";"(небольшой кристаллический или стеклянный конус)Из ваших рук вырывается волна холодного воздуха. Все существа в 60-футовом конусе должны совершить спасбросок Телосложения. Существа получают 8к8 урона холодом при провале, или половину этого урона при успехе. Существа, убитые этим заклинанием, становятся замороженными статуями, пока не растают.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 6-го уровня или выше, урон увеличивается на 1к8 за каждый уровень ячейки выше пятого.<br>";"друид (TCE)"
9c62ede1-04e5-4121-8ae0-d499bfe9aa92;"6";"Кости земли [Bones of the earth]";"6 круг, преобразование";"1 действие";"120 футов";"В, С";"Мгновенная";"Вы вызываете до шести каменных столбов, вырывающихся из земли в тех местах, которые вы можете видеть в пределах дистанции. Каждый столб представляет собой цилиндр диаметром 5 футов и высотой до 30 футов. Земля, на которой появляется столб, должна быть достаточно широкой для этого диаметра, и вы можете сделать целью землю под существом, если это существо Среднего размера или меньше. У каждого столба КД 5 и 30 хитов. При уменьшении хитов до 0 столб крошится на камни, что создает труднопроходимую местность в радиусе 10 футов. Местность остается труднопроходимой, пока камни не будут убраны. Для очистки вручную области диаметром 5 футов требуется не менее 1 минуты.<br>
Если столб создан под существом, то это существо должно преуспеть в спасброске Ловкости, иначе будет поднято столбом. Существо может добровольно провалить спасбросок.<br>
Если столбу не удается достичь полной высоты из-за потолка или другого препятствия, существо на столбе получает 6к6 дробящего урона и становится опутанным, будучи зажатым между столбом и препятствием. Опутанное существо может действием совершить проверку Силы или Ловкости (по своему выбору) против Сл спасброска от ваших заклинаний. При успехе существо перестаёт быть опутанным и должно либо слезть со столба, либо упасть с него.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 7 уровня или выше, вы можете создать два дополнительных столба за каждый уровень ячейки выше 6.<br>";"друид(XGE)"
8dbdf237-0d2e-4469-816e-b73e17f95bd0;"1";"Ледяной кинжал [Ice knife]";"1 круг, вызов";"1 действие";"60 футов";"С, М";"Мгновенная";"(капля воды или кусочек льда)Вы создаёте осколок льда и метаете его в одно существо, находящееся в пределах дистанции. Совершите по цели дальнобойную атаку заклинанием. При попадании цель получает 1к10 колющего урона. После этого, вне зависимости от попадания или промаха, осколок взрывается. Цель и все существа в пределах 5 футов от места взрыва осколка должны преуспеть в спасброске Ловкости, иначе получат 2к6 урона холодом.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, то урон холодом увеличивается на 1к6 за каждый уровень ячейки выше 1.<br>";"друид(XGE)"
83066e1b-4f5d-40eb-832e-1f345d46f543;"0";"Лепка земли [Mold earth]";"Трюк, преобразование";"1 действие";"30 футов";"С";"Мгновенная или 1 час";"Выберите область земли или камня, видимую в пределах дистанции и помещающуюся в куб с длиной ребра 5 футов. Вы можете управлять ей одним из нижеперечисленных способов:<br>

Если вы нацелились на область рыхлой земли, вы можете мгновенно извлечь её и переместить на расстояние до 5 футов. Это перемещение не обладает достаточной силой, чтобы причинить урон.<br>
Вы можете создавать узоры или цвета на поверхности земли или камня, для передачи слов, изображений или форм. Эффект действует 1 час.<br>
Если выбранная область находится на поверхности земли, вы можете сделать её труднопроходимой. В качестве альтернативы вы можете сделать труднопроходимую местность нормальной. Эффект действует 1 час.<br>

Если вы накладываете это заклинание несколько раз, вы не можете поддерживать более 2 длительных эффектов одновременно. Вы можете действием отменить один из действующих эффектов.<br>";"друид(XGE)"
ac699882-436d-43ab-9965-83a550ee49d8;"1";"Лечащее слово [Healing word]";"1 круг, воплощение";"1 бонусное действие";"60 футов";"В";"Мгновенная";"Существо на ваш выбор, видимое в пределах дистанции, восстанавливает количество хитов, равное 1к4 + ваш модификатор базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, количество восстанавливаемых хитов увеличивается на 1к4 за каждый уровень ячейки выше первого.<br>";"друид"
2a9e6a31-9a5a-4fb5-81a5-668c75e6e296;"1";"Лечение ран [Cure wounds]";"1 круг, воплощение";"1 действие";"Касание";"В, С";"Мгновенная";"Существо, которого вы касаетесь, восстанавливает количество хитов, равное 1к8 + ваш модификатор базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, лечение увеличивается на 1к8 за каждый уровень ячейки выше первого.<br>";"друид"
e0a02894-42bb-4a0f-ae22-00ff88ad460e;"2";"Лунный луч [Moonbeam]";"2 круг, воплощение";"1 действие";"120 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(несколько семечек лунносемянника и кусочек опалесцирующего полевого шпата)Бледный серебристый луч сияет в цилиндре с радиусом 5 футов и высотой 40 футов с центром на точке в пределах дистанции. Пока заклинание активно, цилиндр освещен тусклым светом.<br>
Когда существо впервые за ход входит в область заклинания или начинает там ход, оно окутывается призрачным пламенем, причиняющим настоящую боль, и должно совершить спасбросок Телосложения. Оно получает урон излучением 2к10 при провале или половину этого урона при успехе.<br>
Перевёртыши совершают спасбросок с помехой. При провале они мгновенно принимают свой истинный облик, и не могут принимать другие формы, пока не выйдут из света от заклинания.<br>
В каждый последующий ход после накладывания заклинания вы можете действием перемещать луч на расстояние до 60 футов в любом направлении.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 3 уровня или выше, урон увеличивается на 1к10 за каждый уровень ячейки выше второго.<br>";"друид"
5b941fba-d91e-4323-88ef-28e0b08b4155;"2";"Малое восстановление [Lesser restoration]";"2 круг, ограждение";"1 действие";"Касание";"В, С";"Мгновенная";"Вы касаетесь существа и можете окончить одну болезнь или одно состояние, в котором оно находится. Этим состоянием может быть глухота, отравление, паралич или слепота.<br>";"друид"
a8051198-8980-4e8d-85d1-a256b7b250a3;"3";"Метель [Sleet storm]";"3 круг, вызов";"1 действие";"150 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(щепотка пыли и несколько капель воды)Пока заклинание активно, в цилиндре высотой 20 футов и радиусом 40 футов с центром на точке, выбранной вами в пределах дистанции, идет мокрый снег. Это сильно заслонённая местность, и открытые источники огня в ней тухнут.<br>
Пол в этой местности покрывается скользким льдом, что делает его труднопроходимой местностью. Когда существо впервые за ход входит в область заклинания или начинает там ход, оно должно совершить спасбросок Ловкости. При провале оно падает ничком.<br>
Если существо начинает свой ход в области заклинания, концентрируясь на заклинании, оно должно совершить успешный спасбросок Телосложения против Сл ваших заклинаний, иначе оно потеряет концентрацию.<br>";"друид"
ae3db672-5283-40d7-bea2-f8e20222a1da;"4";"Мираж [Hallucinatory terrain]";"4 круг, иллюзия";"10 минут";"300 футов";"В, С, М";"24 часа";"(камень, ветка, и кусочек зеленого растения)Вы заставляете природную местность в пределах куба с длиной ребра 150 футов, находящегося в пределах дистанции, выглядеть, звучать и пахнуть как другая природная местность. Таким образом, поле или дорогу можно сделать похожей на болото, холм, расселину или другую труднопроходимую или непроходимую местность. Пруд можно сделать похожим на травяную лужайку, пропасть сделать пологим спуском, а каменистый овраг — широкой и ровной дорогой. Рукотворные строения, снаряжение и существа в области не меняют облик.<br>
Тактильные ощущения местности не меняются, поэтому существа, входящие в нее, скорее всего, поймут обман. Если на прикосновение разница не очевидна, существо, тщательно исследующее иллюзию, может предпринять проверку Интеллекта (Расследование) против Сл ваших заклинаний, чтобы не поверить. Существо, способное распознавать иллюзии, видит полупрозрачный образ, наложенный на местность.<br>";"друид"
65c8b040-89a7-4d8f-81f5-b7c447776d59;"5";"Множественное лечение ран [Mass cure wounds]";"5 круг, воплощение";"1 действие";"60 футов";"В, С";"Мгновенная";"Волна целительной энергии исходит из точки, выбранной вами в пределах дистанции. Выберите до шести существ в сфере с радиусом 30 футов с центром на этой точке. Все цели восстанавливают хиты в количестве, равном 3к8 + модификатор вашей базовой характеристики. Это заклинание не оказывает никакого эффекта на нежить и конструктов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 6 уровня или выше, восстанавливается дополнительно 1к8 хитов за каждый уровень ячейки выше пятого.<br>";"друид"
790e26a1-7b4a-4eab-b9e5-c8d21b31e820;"5";"Наблюдение [Scrying]";"5 круг, прорицание";"10 минут";"На себя";"В, С, М";"Концентрация, вплоть до 10 минут";"(фокусировка, стоящая как минимум 1 000 зм, такая, как хрустальный шар, серебряное зеркало или чаша со святой водой)Вы можете видеть и слышать конкретное выбранное вами существо, находящееся на том же плане существования, что и вы. Цель должна совершить спасбросок Мудрости, модифицируемый тем, как хорошо вы знаете цель, и тем, какая связь с этим существом у вас есть. Если цель знает, что вы накладываете это заклинание, она может добровольно провалить спасбросок, если хочет, чтобы за ней следили.<br>
<br/>
<br/>
<br/>При успехе цель не попадает под действие, и вы не можете использовать это заклинание на ней в течение 24 часов. При провале заклинание создаёт невидимый сенсор в пределах 10 футов от цели. Вы можете видеть и слышать через него, как если бы вы там находились. Сенсор перемещается вместе с целью, оставаясь в пределах 10 футов от неё, пока активно заклинание. Существа, способные видеть невидимые предметы, видят сенсор как светящийся шарик размером с ваш кулак. Вместо того чтобы нацеливаться на существо, вы можете выбрать целью место, уже видимое вами. В этом случае сенсор появляется в этом месте и не перемещается.<br>";"друид"
65477aa9-44a5-4e41-8061-b83df2cc592c;"0";"Нашествие [Infestation]";"Трюк, вызов";"1 действие";"30 футов";"В, С, М";"Мгновенная";"(живая блоха)Вы вызываете клещей, блох и других паразитов, которые мгновенно обволакивают одно существо, которое вы можете видеть в пределах дистанции. Цель должна преуспеть в спасброске Телосложения, иначе получит 1к6 урона ядом и переместится на 5 футов в случайном направлении, если она может двигаться и её скорость составляет не менее 5 футов. Бросьте к4 для определения направления: 1, север";"2, юг"
bf5b206e-b038-4ae9-8f41-5828bba4b9c3;"5";"Нашествие насекомых [Insect plague]";"5 круг, вызов";"1 действие";"300 футов";"В, С, М";"Концентрация, вплоть до 10 минут";"(несколько крупинок сахара, немного зёрнышек и капля жира)Рой кусачей саранчи заполняет сферу с радиусом 20 футов с центром на точке, выбранной вами в пределах дистанции. Сфера огибает углы. Сфера существует, пока активно заклинание, и её местность слабо заслонена. Пространство сферы является труднопроходимой местностью. Когда сфера появляется, все находящиеся в ней существа должны совершить спасбросок Телосложения. Существо получает колющий урон 4к10 при провале, или половину урона при успехе. Существа должны также совершать этот спасбросок когда впервые за ход входят в область заклинания или оканчивают там ход.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 6 уровня или выше, урон увеличивается на 1к10 за каждый уровень ячейки выше пятого.<br>";"друид"
4a7a07be-9276-4eab-94d2-e65aa17c173e;"2";"Небесные письмена [Skywrite]";"2 круг, преобразование (ритуал)";"1 действие";"В пределах видимости";"В, С";"Концентрация, вплоть до 1 часа";"В указанной вами части неба, которую вы можете видеть, возникает до десяти слов. Слова выглядят так, словно состоят из облаков, и остаются на одном месте, пока действует заклинание, после чего рассеиваются. Сильный ветер может рассеять их и досрочно закончить заклинание.<br>";"друид(XGE)"
69151791-9764-4f6b-9b89-c7c67511c372;"5";"Обет [Geas]";"5 круг, очарование";"1 минута";"60 футов";"В";"30 дней";"Вы отдаёте магическую команду существу, видимому в пределах дистанции, заставляя его оказать некую услугу или наоборот, не совершать чего-либо. Если существо может вас понять, оно должно преуспеть в спасброске Мудрости, иначе оно станет очарованным вами на время действия заклинания. Пока существо очаровано вами, оно получает урон психической энергией 5к10 каждый раз, когда действует, противореча вашим инструкциям, но не чаще одного раза за день. Существо, не способное вас понять, не попадает под действие этого заклинания.<br>
Вы можете отдать любую команду, кроме той, что однозначно будет самоубийственной. Если вы отдадите такую команду, заклинание оканчивается.<br>
Вы можете окончить заклинание преждевременно, потратив действие на его рассеивание. Заклинания снятие проклятья, высшее восстановление и исполнение желаний тоже оканчивают его.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 7 или 8 уровня, длительность равна 1 году. Если вы накладываете это заклинание, используя ячейку 9 уровня, заклинание длится, пока не будет окончено одним из упомянутых выше заклинаний.<br>";"друид"
d70e1b56-da21-4814-ab03-492041e4d103;"6";"Облачение ветра [Investiture of wind]";"6 круг, преобразование";"1 действие";"На себя";"В, С";"Концентрация, вплоть до 10 минут";"Пока действует заклинание, вас окружает ветер, и вы получаете следующие преимущества:<br>

Дальнобойные атаки оружием по вам совершаются с помехой.<br>
Вы получаете скорость полёта 60 футов. Если вы находитесь в воздухе, когда заклинание заканчивается, то вы падаете, если не можете каким-либо образом предотвратить это.<br>
Вы можете действием создать область ураганного ветра в кубе с длиной ребра 15 футов с центром в точке, которую вы можете видеть в пределах 60 футов. Все существа в этой области должны совершить спасбросок Телосложения. При провале существо получает 2к10 дробящего урона или половину этого урона при успехе. Если существо с размером не больше Большого проваливает спасбросок, его отталкивает на 10 футов от центра куба.<br>
";"друид(XGE)"
790db846-9966-4032-b9fd-1c954f18ade7;"6";"Облачение камня [Investiture of stone]";"6 круг, преобразование";"1 действие";"На себя";"В, С";"Концентрация, вплоть до 10 минут";"Пока действует заклинание, кусочки камня покрывают ваше тело, и вы получаете следующие преимущества:<br>

Вы получаете сопротивление дробящему, колющему и рубящему урону от немагического оружия.<br>
Вы можете действием вызвать небольшое землетрясение в радиусе 15 футов с центром на вас. Другие существа в этой области должны преуспеть в спасброске Ловкости, иначе будут сбиты с ног.<br>
Вы можете передвигаться по труднопроходимой местности, состоящей из земли или камня, не тратя дополнительное перемещение. Вы можете проходить сквозь твёрдую землю или камень так, словно это воздух, не разрушая их, однако не можете закончить там перемещение. Если вы заканчиваете перемещение, находясь внутри земли или камня, вас выталкивает в ближайшее свободное пространство, заклинание заканчивается, и вы становитесь ошеломлённым до конца своего следующего хода.<br>
";"друид(XGE)"
508aac6a-8ff6-4926-8935-ee511db2f76e;"6";"Облачение льда [Investiture of ice]";"6 круг, преобразование";"1 действие";"На себя";"В, С";"Концентрация, вплоть до 10 минут";"Пока действует заклинание, ваше тело покрывается инеем, и вы получаете следующие преимущества:<br>

Вы получаете иммунитет к урону холодом, а также сопротивление урону огнём.<br>
Вы можете передвигаться по труднопроходимой местности, состоящей из льда или снега, не тратя дополнительное перемещение.<br>
Земля в радиусе 10 футов вокруг вас покрывается льдом и является труднопроходимой местностью для всех существ, кроме вас. Эта область перемещается вместе с вами.<br>
Вы можете действием создать 15-футовый конус морозного ветра, исходящий из вашей руки в выбранном направлении. Все существа в конусе должны совершить спасбросок Телосложения, получая 4к6 урона холодом при провале или половину этого урона при успехе. Скорость существа, провалившего спасбросок, снижается вдвое до начала вашего следующего хода.<br>
";"друид(XGE)"
56b5ef6b-0874-454c-8db7-5eef36072768;"6";"Облачение огня [Investiture of flame]";"6 круг, преобразование";"1 действие";"На себя";"В, С";"Концентрация, вплоть до 10 минут";"Пока действует заклинание, ваше тело охватывают языки пламени, испускающие яркий свет в пределах 30 футов и тусклый свет в пределах ещё 30 футов. Этот огонь не причиняет вам никакого вреда, а вы получаете следующие преимущества:<br>

Вы получаете иммунитет к урону огнём, а также сопротивление урону холодом.<br>
Все существа, впервые за ход перемещающиеся в пределах 5 футов от вас или заканчивающие там свой ход, получают 1к10 урона огнём.<br>
Вы можете действием создать линию огня длиной 15 футов и шириной 5 футов, исходящую от вас в выбранном направлении. Все существа в этой линии должны совершить спасбросок Ловкости, получая 4к8 урона огнём при провале или половину этого урона при успехе.<br>
";"друид(XGE)"
